Key;Item.Type;Publication.Year;Author;Title;Publication.Title;ISBN;ISSN;DOI;Url;Abstract.Note;Date;Date.Added;Date.Modified;Access.Date;Pages;Num.Pages;Issue;Volume;Number.Of.Volumes;Journal.Abbreviation;Short.Title;Series;Series.Number;Series.Text;Series.Title;Publisher;Place;Language;Rights;Type;Archive;Archive.Location;Library.Catalog;Call.Number;Extra;Notes;File.Attachments;Link.Attachments;Manual.Tags;Automatic.Tags;Editor;Series.Editor;Translator;Contributor;Attorney.Agent;Book.Author;Cast.Member;Commenter;Composer;Cosponsor;Counsel;Interviewer;Producer;Recipient;Reviewed.Author;Scriptwriter;Words.By;Guest;Number;Edition;Running.Time;Scale;Medium;Artwork.Size;Filing.Date;Application.Number;Assignee;Issuing.Authority;Country;Meeting.Name;Conference.Name;Court;References;Reporter;Legal.Status;Priority.Numbers;Programming.Language;Version;System;Code;Code.Number;Section;Session;Committee;History;Legislative.Body
SVWJQ8JS;journalArticle;2020;"Wijesingha, Jayan; Astor, Thomas; Schulze-Brüninghoff, Damian; Wengert, Matthias; Wachendorf, Michael";Predicting Forage Quality of Grasslands Using UAV-Borne Imaging Spectroscopy;Remote Sensing;NA;2072-4292;10.3390/rs12010126;https://www.mdpi.com/2072-4292/12/1/126;The timely knowledge of forage quality of grasslands is vital for matching the demands in animal feeding. Remote sensing (RS) is a promising tool for estimating field-scale forage quality compared with traditional methods, which usually do not provide equally detailed information. However, the applicability of RS prediction models depends on the variability of the underlying calibration data, which can be brought about by the inclusion of a multitude of grassland types and management practices in the model development. Major aims of this study were (i) to build forage quality estimation models for multiple grassland types based on an unmanned aerial vehicle (UAV)-borne imaging spectroscopy and (ii) to generate forage quality distribution maps using the best models obtained. The study examined data from eight grasslands in northern Hesse, Germany, which largely differed in terms of vegetation type and cutting regime. The UAV with a hyperspectral camera on board was utilised to acquire spectral images from the grasslands, and crude protein (CP) and acid detergent fibre (ADF) concentration of the forage was assessed at each cut. Five predictive modelling regression algorithms were applied to develop quality estimation models. Further, grassland forage quality distribution maps were created using the best models developed. The normalised spectral reflectance data showed the strongest relationship with both CP and ADF concentration. From all predictive algorithms, support vector regression provided the highest precision and accuracy for CP estimation (median normalised root mean square error prediction (nRMSEp) = 10.6%), while cubist regression model proved best for ADF estimation (median nRMSEp = 13.4%). The maps generated for both CP and ADF showed a distinct spatial variation in forage quality values for the different grasslands and cutting regimes. Overall, the results disclose that UAV-borne imaging spectroscopy, in combination with predictive modelling, provides a promising tool for accurate forage quality estimation of multiple grasslands.;01.01.2020;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;126;NA;1;12;NA;Remote Sensing;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\RLGC77QV\Wijesingha et al. - 2020 - Predicting Forage Quality of Grasslands Using UAV-.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
X6EQMHCX;journalArticle;2020;"Villoslada, M.; Bergamo, T.F.; Ward, R.D.; Burnside, N.G.; Joyce, C.B.; Bunce, R.G.H.; Sepp, K.";Fine scale plant community assessment in coastal meadows using UAV based multispectral data;Ecological Indicators;NA;1470160X;10.1016/j.ecolind.2019.105979;https://linkinghub.elsevier.com/retrieve/pii/S1470160X19309744;;2020-04;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;105979;NA;;111;NA;Ecological Indicators;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\WRSXQMPD\Villoslada et al. - 2020 - Fine scale plant community assessment in coastal m.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
SKFMSXPM;journalArticle;2025;"Faelga, Regine Anne; Assiri, Marco; Silvestri, Sonia";UAV Photogrammetry-Based Leaf Area Index for Above-Ground Biomass Estimation in Wetlands;IEEE Journal of Selected Topics in Applied Earth Observations and Remote Sensing;NA;1939-1404, 2151-1535;10.1109/JSTARS.2025.3558893;https://ieeexplore.ieee.org/document/10957832/;;2025;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;Jan 22;NA;;NA;NA;IEEE J. Sel. Top. Appl. Earth Observations Remote Sensing;;;NA;NA;NA;NA;NA;;https://creativecommons.org/licenses/by/4.0/legalcode;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\FIQA7FLE\Faelga et al. - 2025 - UAV Photogrammetry-Based Leaf Area Index for Above.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
IVV66EYA;journalArticle;2019;"Gao, Rui; Kong, Qingming; Wang, Hongguang; Su, Zhongbin";Diagnostic Feed Values of Natural Grasslands Based on Multispectral Images Acquired by Small Unmanned Aerial Vehicle;Rangeland Ecology & Management;NA;15507424;10.1016/j.rama.2019.06.005;https://linkinghub.elsevier.com/retrieve/pii/S1550742418302823;;2019-11;27.05.2025 07:09;27.05.2025 07:09;27.05.2025 07:09;916-922;NA;6;72;NA;Rangeland Ecology & Management;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\ZUG2F4EV\Gao et al. - 2019 - Diagnostic Feed Values of Natural Grasslands Based.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
MHL8EYCX;journalArticle;2018;"Bareth, Georg; Schellberg, Jürgen";Replacing Manual Rising Plate Meter Measurements with Low-cost UAV-Derived Sward Height Data in Grasslands for Spatial Monitoring;PFG – Journal of Photogrammetry, Remote Sensing and Geoinformation Science;NA;2512-2789, 2512-2819;10.1007/s41064-018-0055-2;http://link.springer.com/10.1007/s41064-018-0055-2;;2018-10;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;157-168;NA;03. Apr;86;NA;PFG;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\EDF9CQH9\Bareth und Schellberg - 2018 - Replacing Manual Rising Plate Meter Measurements w.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
GELSPBZ3;journalArticle;2025;"Page, Michael T.; Perotto-Baldivieso, Humberto L.; Ortega-S, J. Alfonso; Tanner, Evan P.; Angerer, Jay P.; Combs, Rider C.; Johnston, Bradley K.; Ramirez, Melaine; Camacho, Annalysa M.; DiMaggio, Alexandria M.; Daniels, Dwain; Kimmet, Tony";Developing Large-Scale Pasture Approaches to Quantify Forage Mass in Rangelands Using Drones;Rangeland Ecology & Management;NA;15507424;10.1016/j.rama.2025.03.005;https://linkinghub.elsevier.com/retrieve/pii/S155074242500034X;;2025-05;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;111-120;NA;;100;NA;Rangeland Ecology & Management;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\B7XX9JNL\Page et al. - 2025 - Developing Large-Scale Pasture Approaches to Quant.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
CS96CCX5;journalArticle;2015;"Capolupo, Alessandra; Kooistra, Lammert; Berendonk, Clara; Boccia, Lorenzo; Suomalainen, Juha";Estimating Plant Traits of Grasslands from UAV-Acquired Hyperspectral Images: A Comparison of Statistical Approaches;ISPRS International Journal of Geo-Information;NA;2220-9964;10.3390/ijgi4042792;https://www.mdpi.com/2220-9964/4/4/2792;Grassland ecosystems cover around 40% of the entire Earth’s surface. Therefore, it is necessary to guarantee good grassland management at field scale in order to improve its conservation and to achieve optimal growth. This study identified the most appropriate statistical strategy, between partial least squares regression (PLSR) and narrow vegetation indices, for estimating the structural and biochemical grassland traits from UAV-acquired hyperspectral images. Moreover, the influence of fertilizers on plant traits for grasslands was analyzed. Hyperspectral data were collected from an experimental field at the farm Haus Riswick, near Kleve in Germany, for two different flight campaigns in May and October. The collected image blocks were geometrically and radiometrically corrected for surface reflectance. Spectral signatures extracted for the plots were adopted to derive grassland traits by computing PLSR and the following narrow vegetation indices: the MERIS Terrestrial Chlorophyll Index (MTCI), the ratio of the Modified Chlorophyll Absorption in Reflectance and Optimized Soil-Adjusted Vegetation Index (MCARI/OSAVI) modified by Wu, the Red-edge Chlorophyll Index (CIred-edge), and the Normalized Difference Red Edge (NDRE). PLSR showed promising results for estimating grassland structural traits and gave less satisfying outcomes for the selected chemical traits (crude ash, crude fiber, crude protein, Na, K, metabolic energy). Established relations are not influenced by the type and the amount of fertilization, while they are affected by the grassland health status. PLSR is found to be the best strategy, among the approaches analyzed in this paper, for exploring structural and biochemical features of grasslands. Using UAV-based hyperspectral sensing allows for the highly detailed assessment of grassland experimental plots.;10.12.2015;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;2792-2820;NA;4;4;NA;IJGI;Estimating Plant Traits of Grasslands from UAV-Acquired Hyperspectral Images;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\6C9YYPBP\Capolupo et al. - 2015 - Estimating Plant Traits of Grasslands from UAV-Acq.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
GFRR5YKL;journalArticle;2020;"Bhatnagar, Saheba; Gill, Laurence; Ghosh, Bidisha";Drone Image Segmentation Using Machine and Deep Learning for Mapping Raised Bog Vegetation Communities;Remote Sensing;NA;2072-4292;10.3390/rs12162602;https://www.mdpi.com/2072-4292/12/16/2602;The application of drones has recently revolutionised the mapping of wetlands due to their high spatial resolution and the flexibility in capturing images. In this study, the drone imagery was used to map key vegetation communities in an Irish wetland, Clara Bog, for the spring season. The mapping, carried out through image segmentation or semantic segmentation, was performed using machine learning (ML) and deep learning (DL) algorithms. With the aim of identifying the most appropriate, cost-efficient, and accurate segmentation method, multiple ML classifiers and DL models were compared. Random forest (RF) was identified as the best pixel-based ML classifier, which provided good accuracy (≈85%) when used in conjunction graph cut algorithm for image segmentation. Amongst the DL networks, a convolutional neural network (CNN) architecture in a transfer learning framework was utilised. A combination of ResNet50 and SegNet architecture gave the best semantic segmentation results (≈90%). The high accuracy of DL networks was accompanied with significantly larger labelled training dataset, computation time and hardware requirements compared to ML classifiers with slightly lower accuracy. For specific applications such as wetland mapping where networks are required to be trained for each different site, topography, season, and other atmospheric conditions, ML classifiers proved to be a more pragmatic choice.;12.08.2020;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;2602;NA;16;12;NA;Remote Sensing;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\THTTQUXE\Bhatnagar et al. - 2020 - Drone Image Segmentation Using Machine and Deep Le.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
2WLDAKQC;journalArticle;2018;"Lu, Bing; He, Yuhong";Optimal spatial resolution of Unmanned Aerial Vehicle (UAV)-acquired imagery for species classification in a heterogeneous grassland ecosystem;GIScience & Remote Sensing;NA;1548-1603, 1943-7226;10.1080/15481603.2017.1408930;https://www.tandfonline.com/doi/full/10.1080/15481603.2017.1408930;;04.03.2018;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;205-220;NA;2;55;NA;GIScience & Remote Sensing;;;NA;NA;NA;NA;NA;en;;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\PDJ2V9RR\Lu und He - 2018 - Optimal spatial resolution of Unmanned Aerial Vehi.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
P7RS2APV;journalArticle;2019;"Acorsi, Matheus Gabriel; das Dores Abati Miranda, Fabiani; Martello, Maurício; Smaniotto, Danrley Antonio; Sartor, Laercio Ricardo";Estimating Biomass of Black Oat Using UAV-Based RGB Imaging;Agronomy;NA;2073-4395;10.3390/agronomy9070344;https://www.mdpi.com/2073-4395/9/7/344;The spatial and temporal variability of crop parameters are fundamental in precision agriculture. Remote sensing of crop canopy can provide important indications on the growth variability and help understand the complex factors influencing crop yield. Plant biomass is considered an important parameter for crop management and yield estimation, especially for grassland and cover crops. A recent approach introduced to model crop biomass consists in the use of RGB (red, green, blue) stereo images acquired from unmanned aerial vehicles (UAV) coupled with photogrammetric softwares to predict biomass through plant height (PHT) information. In this study, we generated prediction models for fresh (FBM) and dry biomass (DBM) of black oat crop based on multi-temporal UAV RGB imaging. Flight missions were carried during the growing season to obtain crop surface models (CSMs), with an additional flight before sowing to generate a digital terrain model (DTM). During each mission, 30 plots with a size of 0.25 m² were distributed across the field to carry ground measurements of PHT and biomass. Furthermore, estimation models were established based on PHT derived from CSMs and field measurements, which were later used to build prediction maps of FBM and DBM. The study demonstrates that UAV RGB imaging can precisely estimate canopy height (R2 = 0.68–0.92, RMSE = 0.019–0.037 m) during the growing period. FBM and DBM models using PHT derived from UAV imaging yielded R2 values between 0.69 and 0.94 when analyzing each mission individually, with best results during the flowering stage (R2 = 0.92–0.94). Robust models using datasets from different growth stages were built and tested using cross-validation, resulting in R2 values of 0.52 for FBM and 0.84 for DBM. Prediction maps of FBM and DBM yield were obtained using calibrated models applied to CSMs, resulting in a feasible way to illustrate the spatial and temporal variability of biomass. Altogether the results of the study demonstrate that UAV RGB imaging can be a useful tool to predict and explore the spatial and temporal variability of black oat biomass, with potential use in precision farming.;29.06.2019;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;344;NA;7;9;NA;Agronomy;;;NA;NA;NA;NA;NA;en;https://creativecommons.org/licenses/by/4.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\38BIB8YC\Acorsi et al. - 2019 - Estimating Biomass of Black Oat Using UAV-Based RG.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
KRNK8YGY;journalArticle;2012;"Breckenridge, Robert P.; Dakins, Maxine; Bunting, Stephen; Harbour, Jerry L.; Lee, Randy D.";Using Unmanned Helicopters to Assess Vegetation Cover in Sagebrush Steppe Ecosystems;Rangeland Ecology & Management;NA;15507424;10.2111/REM-D-10-00031.1;https://linkinghub.elsevier.com/retrieve/pii/S1550742412500539;;2012-07;27.05.2025 07:10;27.05.2025 07:10;27.05.2025 07:09;362-370;NA;4;65;NA;Rangeland Ecology & Management;;;NA;NA;NA;NA;NA;en;https://www.elsevier.com/tdm/userlicense/1.0/;NA;NA;NA;DOI.org (Crossref);NA;;NA;C:\Users\j_stee03\Zotero\storage\SL8GIAQW\Breckenridge et al. - 2012 - Using Unmanned Helicopters to Assess Vegetation Co.pdf;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
